ticker,spread,setup_type,setup_family,setup_score,setup_tier,Setup,RejectClass,Reason,failed_conditions,spot,exp_date,dte,long_strike,short_strike,width,spread_mid,natural_price,estimated_slippage,fill_quality_score,liquidity_quality,spread_mid_width_pct,bs_spread,edge,pop,reward_risk,risk_adjusted_score,short_bid_ask_pct,long_bid_ask_pct,short_vol,short_oi,long_vol,long_oi,Setup_distance_to_ema8_pct,Setup_distance_to_ema21_pct,Setup_distance_to_ema8_atr,Setup_distance_to_ema21_atr,Setup_rs_5d,Setup_rs_20d,Setup_volume_ratio,Setup_atr_percent,regime_bullish,regime_bearish,regime_note,tp_spread_px,sl_spread_px,signal_reason,entry_rule,exit_rule,reject_class,setup_ok,status,exp_str,T,r,long_symbol,short_symbol,long_bid,long_ask,long_last,long_mid,long_mid_note,long_good_quote,long_iv,long_sigma_used,short_bid,short_ask,short_last,short_mid,short_mid_note,short_good_quote,short_iv,short_sigma_used,hist_vol,sigma_avg,bs_long,bs_short,long_d1,long_d2,long_delta,long_gamma,long_vega,long_theta,short_d1,short_d2,short_delta,short_gamma,short_vega,short_theta,spread_delta,spread_gamma,spread_vega,spread_theta,breakeven,max_profit,max_loss,take_profit_frac,debit_stop_loss_frac,credit_stop_loss_mult,time_stop_days,ema21_invalidation,Setup_setup_type,Setup_setup_family,Setup_setup_score,Setup_setup_tier,Setup_setup_points,Setup_failed_conditions,Setup_open,Setup_high,Setup_low,Setup_close,Setup_prev_close,Setup_ema8,Setup_ema21,Setup_ema50,Setup_ema200,Setup_ema8_slope,Setup_ema21_slope,Setup_ema50_slope,Setup_atr14,Setup_range_position,Setup_extension_from_ema8_pct,Setup_rs_60d,Setup_benchmark_symbol,regime_symbols,regime_ema_span,regime_SPY_close,regime_SPY_ema50,regime_SPY_above_ema50,regime_QQQ_close,regime_QQQ_ema50,regime_QQQ_above_ema50
CEG,credit,pullup,bear_failed_reclaim,7,watchlist,NO,SETUP_REJECT,watchlist setup; below option evaluation threshold,close_below_ema21;ema8_below_ema21;ema21_below_ema50;ema21_slope_negative;high_near_ema8;high_near_ema21;failed_ema8_reclaim;volume_above_20d_average,287.1449890136719,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.006476963673878349,0.017431234156618722,0.633938784372657,1.3797710594726855,-0.012392511464614286,0.04799312568289282,0.3897708768041525,0.03205572972460944,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,watchlist setup; below option evaluation threshold,,,SETUP_REJECT,False,watchlist setup; below option evaluation threshold,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,282.13969747327485,pullup,bear_failed_reclaim,7.0,watchlist,ema50_below_ema200;ema8_slope_negative;recent_2_5_day_bounce;close_lower_half_range;relative_weakness_negative;atr_bounce_controlled,close_below_ema21;ema8_below_ema21;ema21_below_ema50;ema21_slope_negative;high_near_ema8;high_near_ema21;failed_ema8_reclaim;volume_above_20d_average,290.20001220703125,294.8399963378906,286.1199951171875,287.1449890136719,293.9049987792969,289.0048166766496,282.13969747327485,275.75451651413096,287.4226307040752,-0.5313793322793572,0.5005291540397252,0.4649172448792456,9.204642159598214,0.11754515516016477,0.006476963673878349,0.13893310849141283,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
CERT,debit,pullback,bull_ema21_pullback,4,near_miss,NO,SETUP_REJECT,near_miss setup; below option evaluation threshold,close_above_ema21;ema8_above_ema21;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;reclaimed_ema8;close_upper_half_range;relative_strength_positive;volume_above_20d_average,7.5,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.04855629269037749,0.0630662195369465,1.3035843751649778,1.662571689673687,-0.09661393187936584,-0.04605264160747291,0.19132656808680043,0.04041905176071894,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,near_miss setup; below option evaluation threshold,,,SETUP_REJECT,False,near_miss setup; below option evaluation threshold,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,7.972996646527099,pullback,bull_ema21_pullback,4.0,near_miss,ema21_above_ema50;ema50_above_ema200;atr_pullback_controlled,close_above_ema21;ema8_above_ema21;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;reclaimed_ema8;close_upper_half_range;relative_strength_positive;volume_above_20d_average,7.519999980926514,7.610000133514404,7.468999862670898,7.5,7.630000114440918,7.864172195177831,7.972996646527099,7.6013855369601115,6.856855333588985,-0.10404919862223672,-0.047299664652710405,-0.004138185182045007,0.30314288820539204,0.21985870767232896,-0.04855629269037749,0.4839613634721537,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
CERT,credit,pullup,bear_ema8_rejection,10,valid_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=1, oi=117)",ema21_below_ema50;ema50_below_ema200;high_near_ema8;high_near_ema21;recent_2_5_day_bounce;failed_ema8_reclaim;volume_above_20d_average,7.5,2026-11-20,71,,10.0,,,,,,,,,,,,,1.714285714285714,,1,117,0,0,0.04855629269037749,0.0630662195369465,0.8384562909198603,1.1974436054285695,-0.09661393187936584,-0.04605264160747291,0.19132656808680043,0.04041905176071894,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=1, oi=117)",,,,False,"short leg illiquid (vol=1, oi=117)",2026-11-20,0.19452054794520549,0.045,,CERT261120C00010000,,,,,,False,,,0.05,0.65,0.53,0.35000000000000003,"mid=avg(bid,ask)",True,0.79101771484375,,0.5947858387948635,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,7.972996646527099,pullup,bear_ema8_rejection,10.0,valid_setup,close_below_ema21;ema8_below_ema21;ema8_slope_negative;ema21_slope_negative;close_lower_half_range;relative_weakness_negative;atr_bounce_controlled,ema21_below_ema50;ema50_below_ema200;high_near_ema8;high_near_ema21;recent_2_5_day_bounce;failed_ema8_reclaim;volume_above_20d_average,7.519999980926514,7.610000133514404,7.468999862670898,7.5,7.630000114440918,7.864172195177831,7.972996646527099,7.6013855369601115,6.856855333588985,-0.10404919862223672,-0.047299664652710405,-0.004138185182045007,0.30314288820539204,0.21985870767232896,0.04855629269037749,0.4839613634721537,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
CGNX,debit,pullback,bull_breakout_pullback,9,valid_setup,NO,REGIME_REJECT,market regime blocks bullish debit spread,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema21_slope_positive;low_near_ema21;reclaimed_ema8;volume_above_20d_average,61.63999938964844,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.0021999864202380775,0.003918761411146417,0.44481754506484583,0.657344650651804,0.025950645866077204,0.03360595025580271,0.2883271284023094,0.02879043505761636,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,market regime blocks bullish debit spread,,,REGIME_REJECT,False,market regime blocks bullish debit spread,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,61.88155184063968,pullback,bull_breakout_pullback,9.0,valid_setup,ema50_above_ema200;ema8_slope_positive;low_near_ema8;recent_2_5_day_pullback;close_upper_half_range;relative_strength_positive;atr_pullback_controlled,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema21_slope_positive;low_near_ema21;reclaimed_ema8;volume_above_20d_average,60.83000183105469,61.80500030517578,60.71500015258789,61.63999938964844,61.869998931884766,61.50439222804773,61.88155184063968,62.595123910607626,58.58384889184898,0.038744903314487544,-0.02415524509912359,-0.038984674324858304,1.7746423993791853,0.8486230344687598,0.0021999864202380775,-0.02022140340553713,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
CGNX,credit,pullup,bear_ema8_rejection,13,strong_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=45, oi=1461)",ema50_below_ema200;ema8_slope_negative;failed_ema8_reclaim;close_lower_half_range;relative_weakness_negative;volume_above_20d_average,61.63999938964844,2026-11-20,71,,75.0,,,,,,,,,,,,,0.11764705882352952,,45,1461,0,0,0.0021999864202380775,0.003918761411146417,0.16939078950960149,0.04313631607735672,0.025950645866077204,0.03360595025580271,0.28834273816227074,0.02879043505761636,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=45, oi=1461)",,,,False,"short leg illiquid (vol=45, oi=1461)",2026-11-20,0.19452054794520549,0.045,,CGNX261120C00075000,,,,,,False,,,2.4,2.7,2.5,2.55,"mid=avg(bid,ask)",True,0.6140175317382813,,0.5159940202843873,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,61.88155184063968,pullup,bear_ema8_rejection,13.0,strong_setup,close_below_ema21;ema8_below_ema21;ema21_below_ema50;ema21_slope_negative;high_near_ema8;high_near_ema21;recent_2_5_day_bounce;atr_bounce_controlled,ema50_below_ema200;ema8_slope_negative;failed_ema8_reclaim;close_lower_half_range;relative_weakness_negative;volume_above_20d_average,60.83000183105469,61.80500030517578,60.71500015258789,61.63999938964844,61.869998931884766,61.50439222804773,61.88155184063968,62.595123910607626,58.58384889184898,0.038744903314487544,-0.02415524509912359,-0.038984674324858304,1.7746423993791853,0.8486230344687598,-0.0021999864202380775,-0.02022140340553713,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
CHKP,debit,pullback,bull_ema21_pullback,9,valid_setup,NO,REGIME_REJECT,market regime blocks bullish debit spread,close_above_ema21;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;recent_2_5_day_pullback;reclaimed_ema8;close_upper_half_range;volume_above_20d_average,131.57000732421875,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.01905865419433877,0.011528084148003737,0.5780986766911633,0.35927611809882837,-0.01973866038949068,0.03525268116460445,0.4554351226309522,0.034414048052351105,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,market regime blocks bullish debit spread,,,REGIME_REJECT,False,market regime blocks bullish debit spread,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,133.0867574400058,pullback,bull_ema21_pullback,9.0,valid_setup,ema8_above_ema21;ema21_above_ema50;low_near_ema21;relative_strength_positive;atr_pullback_controlled,close_above_ema21;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;recent_2_5_day_pullback;reclaimed_ema8;close_upper_half_range;volume_above_20d_average,135.25999450683594,136.92999267578125,131.4600067138672,131.57000732421875,135.05999755859375,134.07755459615765,133.0867574400058,132.10810694336107,139.26548264281917,-0.7164420776968541,-0.15167501157870333,-0.021963249760887038,4.527856554303851,0.020109852405008913,-0.01905865419433877,0.11011138590919123,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
CHKP,credit,pullup,bear_failed_reclaim,11,strong_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=6, oi=23)",ema8_below_ema21;ema21_below_ema50;high_near_ema8;high_near_ema21;recent_2_5_day_bounce;volume_above_20d_average,131.57000732421875,2026-12-18,99,,155.0,,,,,,,,,,,,,0.27848101265822783,,6,23,0,0,0.01905865419433877,0.011528084148003737,0.6299753637098499,0.8487979223021849,-0.01973866038949068,0.03525268116460445,0.4554351226309522,0.034414048052351105,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=6, oi=23)",,,,False,"short leg illiquid (vol=6, oi=23)",2026-12-18,0.27123287671232876,0.045,,CHKP261218C00155000,,,,,,False,,,3.4,4.5,6.34,3.95,"mid=avg(bid,ask)",True,0.43604079589843747,,0.3932766661558311,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,133.0867574400058,pullup,bear_failed_reclaim,11.0,strong_setup,close_below_ema21;ema50_below_ema200;ema8_slope_negative;ema21_slope_negative;failed_ema8_reclaim;close_lower_half_range;relative_weakness_negative;atr_bounce_controlled,ema8_below_ema21;ema21_below_ema50;high_near_ema8;high_near_ema21;recent_2_5_day_bounce;volume_above_20d_average,135.25999450683594,136.92999267578125,131.4600067138672,131.57000732421875,135.05999755859375,134.07755459615765,133.0867574400058,132.10810694336107,139.26548264281917,-0.7164420776968541,-0.15167501157870333,-0.021963249760887038,4.527856554303851,0.020109852405008913,0.01905865419433877,0.11011138590919123,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
CIEN,debit,pullback,bull_ema8_reclaim,2,reject,NO,SETUP_REJECT,setup_score_below_near_miss_threshold,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;reclaimed_ema8;close_upper_half_range;relative_strength_positive;volume_above_20d_average,336.8299865722656,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.0274030854798799,0.09566106707264488,0.8063761158690521,1.853710050881682,-0.05134379608080808,-0.20277337035028253,0.583306571485553,0.0651730831121612,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,setup_score_below_near_miss_threshold,,,SETUP_REJECT,False,setup_score_below_near_miss_threshold,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,369.0515025098332,pullback,bull_ema8_reclaim,2.0,reject,recent_2_5_day_pullback;atr_pullback_controlled,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;reclaimed_ema8;close_upper_half_range;relative_strength_positive;volume_above_20d_average,333.0,348.39990234375,328.3583984375,336.8299865722656,338.0,346.0601674864922,369.0515025098332,397.6650078466039,409.49529382983815,-2.6371945469219327,-3.2221515937567915,-2.483062092830153,21.95224870954241,0.42270221707881594,-0.0274030854798799,-0.22872705539637894,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
CIEN,credit,pullup,bear_ema8_rejection,18,strong_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=16, oi=134)",high_near_ema21;volume_above_20d_average,336.8299865722656,2026-12-18,99,,460.0,,,,,,,,,,,,,0.20527859237536655,,16,134,0,0,0.0274030854798799,0.09566106707264488,0.1065829240646642,0.9407510109479658,-0.05134379608080808,-0.20277337035028253,0.583306571485553,0.0651730831121612,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=16, oi=134)",,,,False,"short leg illiquid (vol=16, oi=134)",2026-12-18,0.27123287671232876,0.045,,CIEN261218C00460000,,,,,,False,,,15.3,18.8,18.3,17.05,"mid=avg(bid,ask)",True,0.7239407489013672,,0.7609468405535245,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,369.0515025098332,pullup,bear_ema8_rejection,18.0,strong_setup,close_below_ema21;ema8_below_ema21;ema21_below_ema50;ema50_below_ema200;ema8_slope_negative;ema21_slope_negative;high_near_ema8;recent_2_5_day_bounce;failed_ema8_reclaim;close_lower_half_range;relative_weakness_negative;atr_bounce_controlled,high_near_ema21;volume_above_20d_average,333.0,348.39990234375,328.3583984375,336.8299865722656,338.0,346.0601674864922,369.0515025098332,397.6650078466039,409.49529382983815,-2.6371945469219327,-3.2221515937567915,-2.483062092830153,21.95224870954241,0.42270221707881594,0.0274030854798799,-0.22872705539637894,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
COHR,debit,pullback,bull_ema8_pullback,13,strong_setup,NO,REGIME_REJECT,market regime blocks bullish debit spread,ema8_above_ema21;ema21_above_ema50;reclaimed_ema8;close_upper_half_range;volume_above_20d_average,296.1600036621094,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.020749556187481765,0.008701053798343256,0.014498768502154629,0.19649976714133086,0.10003082069753932,-0.14963000552281447,0.545237536409018,0.05710230335198301,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,market regime blocks bullish debit spread,,,REGIME_REJECT,False,market regime blocks bullish debit spread,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,293.5830995373278,pullback,bull_ema8_pullback,13.0,strong_setup,close_above_ema21;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;relative_strength_positive;atr_pullback_controlled,ema8_above_ema21;ema21_above_ema50;reclaimed_ema8;close_upper_half_range;volume_above_20d_average,296.0849914550781,309.9898986816406,290.260009765625,296.1600036621094,303.4800109863281,290.01481502563763,293.5830995373278,306.5610381471074,303.77662526081747,1.755768181849021,0.2576904124780981,-0.42453201979583355,16.91141836983817,0.29903837378907333,0.020749556187481765,-0.23993906395604536,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
COHR,credit,pullup,bear_breakdown_retest,9,valid_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=10, oi=1484)",close_below_ema21;ema50_below_ema200;ema8_slope_negative;ema21_slope_negative;high_near_ema8;high_near_ema21;failed_ema8_reclaim;volume_above_20d_average,296.1600036621094,2026-11-20,71,,400.0,,,,,,,,,,,,,0.19354838709677427,,10,1484,0,0,0.020749556187481765,0.008701053798343256,1.1811595703663111,0.9701610347228256,0.10003082069753932,-0.14963000552281447,0.545237536409018,0.05710230335198301,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=10, oi=1484)",,,,False,"short leg illiquid (vol=10, oi=1484)",2026-11-20,0.19452054794520549,0.045,,COHR261120C00400000,,,,,,False,,,12.6,15.3,14.0,13.95,"mid=avg(bid,ask)",True,0.8123492886352538,,1.0217550396328194,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,293.5830995373278,pullup,bear_breakdown_retest,9.0,valid_setup,ema8_below_ema21;ema21_below_ema50;recent_2_5_day_bounce;close_lower_half_range;relative_weakness_negative;atr_bounce_controlled,close_below_ema21;ema50_below_ema200;ema8_slope_negative;ema21_slope_negative;high_near_ema8;high_near_ema21;failed_ema8_reclaim;volume_above_20d_average,296.0849914550781,309.9898986816406,290.260009765625,296.1600036621094,303.4800109863281,290.01481502563763,293.5830995373278,306.5610381471074,303.77662526081747,1.755768181849021,0.2576904124780981,-0.42453201979583355,16.91141836983817,0.29903837378907333,-0.020749556187481765,-0.23993906395604536,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
COIN,debit,pullback,bull_ema21_pullback,10,valid_setup,NO,REGIME_REJECT,market regime blocks bullish debit spread,close_above_ema21;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;recent_2_5_day_pullback;reclaimed_ema8;volume_above_20d_average,172.7550048828125,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.03257026804103201,0.008426238407735405,0.667204728120921,0.3189786450866318,-0.015013953180846418,0.1767362395976798,0.25877425358397216,0.06933435147337652,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,market regime blocks bullish debit spread,,,REGIME_REJECT,False,market regime blocks bullish debit spread,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,174.21067974008457,pullback,bull_ema21_pullback,10.0,valid_setup,ema8_above_ema21;ema21_above_ema50;low_near_ema21;close_upper_half_range;relative_strength_positive;atr_pullback_controlled,close_above_ema21;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;recent_2_5_day_pullback;reclaimed_ema8;volume_above_20d_average,170.83999633789062,174.4600067138672,170.38999938964844,172.7550048828125,174.72000122070312,178.3816816972755,174.21067974008457,169.48125553254786,178.94295972111462,-1.6076219469894397,-0.14556748572718448,0.13362242245977995,11.977856227329799,0.5810813850606601,-0.03257026804103201,0.06290457498142576,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
COIN,credit,pullup,bear_ema8_rejection,12,strong_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=35, oi=1467)",ema8_below_ema21;ema21_below_ema50;recent_2_5_day_bounce;failed_ema8_reclaim;close_lower_half_range;volume_above_20d_average,172.7550048828125,2026-12-18,99,,240.0,,,,,,,,,,,,,0.06606606606606594,,35,1467,0,0,0.03257026804103201,0.008426238407735405,0.32741042378353546,0.020815659250753703,-0.015013953180846418,0.1767362395976798,0.25877425358397216,0.06933435147337652,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=35, oi=1467)",,,,False,"short leg illiquid (vol=35, oi=1467)",2026-12-18,0.27123287671232876,0.045,,COIN261218C00240000,,,,,,False,,,8.05,8.6,8.25,8.325,"mid=avg(bid,ask)",True,0.7306545489501952,,0.7065111663104551,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,174.21067974008457,pullup,bear_ema8_rejection,12.0,strong_setup,close_below_ema21;ema50_below_ema200;ema8_slope_negative;ema21_slope_negative;high_near_ema8;high_near_ema21;relative_weakness_negative;atr_bounce_controlled,ema8_below_ema21;ema21_below_ema50;recent_2_5_day_bounce;failed_ema8_reclaim;close_lower_half_range;volume_above_20d_average,170.83999633789062,174.4600067138672,170.38999938964844,172.7550048828125,174.72000122070312,178.3816816972755,174.21067974008457,169.48125553254786,178.94295972111462,-1.6076219469894397,-0.14556748572718448,0.13362242245977995,11.977856227329799,0.5810813850606601,0.03257026804103201,0.06290457498142576,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
CPER,debit,pullback,bull_continuation,7,watchlist,NO,SETUP_REJECT,watchlist setup; below option evaluation threshold,close_above_ema21;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;reclaimed_ema8;close_upper_half_range;relative_strength_positive,39.1349983215332,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.021324297373456615,0.018265247827844926,1.2545156373595874,1.089390160363732,-0.01240348525641699,-0.004496199021904346,2.203073247412107,0.01852560611036701,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,watchlist setup; below option evaluation threshold,,,SETUP_REJECT,False,watchlist setup; below option evaluation threshold,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,39.8498087646183,pullback,bull_continuation,7.0,watchlist,ema8_above_ema21;ema21_above_ema50;ema50_above_ema200;volume_above_20d_average;atr_pullback_controlled,close_above_ema21;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;reclaimed_ema8;close_upper_half_range;relative_strength_positive,39.400001525878906,39.415000915527344,39.060001373291016,39.1349983215332,41.04999923706055,39.9695246634513,39.8498087646183,39.38198047139586,37.768352681783476,-0.23843609769088658,-0.07148104430851276,-0.010080904076026798,0.7249995640345982,0.2112592815465125,-0.021324297373456615,0.03143329559395769,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
CPER,credit,pullup,bear_ema8_rejection,13,strong_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=2, oi=99)",ema8_below_ema21;ema21_below_ema50;ema50_below_ema200;recent_2_5_day_bounce;failed_ema8_reclaim,39.1349983215332,2027-01-15,127,,47.0,,,,,,,,,,,,,0.9090909090909092,,2,99,0,0,0.021324297373456615,0.018265247827844926,0.7648608018990424,0.5997353249031869,-0.01240348525641699,-0.004496199021904346,2.203073247412107,0.01852560611036701,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=2, oi=99)",,,,False,"short leg illiquid (vol=2, oi=99)",2027-01-15,0.34794520547945207,0.045,,CPER270115C00047000,,,,,,False,,,0.45,1.2,1.35,0.825,"mid=avg(bid,ask)",True,0.3898986791992188,,0.24636554427178692,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,39.8498087646183,pullup,bear_ema8_rejection,13.0,strong_setup,close_below_ema21;ema8_slope_negative;ema21_slope_negative;high_near_ema8;high_near_ema21;close_lower_half_range;relative_weakness_negative;volume_above_20d_average;atr_bounce_controlled,ema8_below_ema21;ema21_below_ema50;ema50_below_ema200;recent_2_5_day_bounce;failed_ema8_reclaim,39.400001525878906,39.415000915527344,39.060001373291016,39.1349983215332,41.04999923706055,39.9695246634513,39.8498087646183,39.38198047139586,37.768352681783476,-0.23843609769088658,-0.07148104430851276,-0.010080904076026798,0.7249995640345982,0.2112592815465125,0.021324297373456615,0.03143329559395769,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
CRM,debit,pullback,bull_ema8_pullback,12,strong_setup,NO,REGIME_REJECT,market regime blocks bullish debit spread,ema8_slope_positive;low_near_ema8;low_near_ema21;reclaimed_ema8;close_upper_half_range;volume_above_20d_average,244.2989959716797,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.012543801244794997,0.05431619348125441,0.4174011891329084,0.9758456721872414,-0.05157230125984413,0.2813203975674531,0.24989970668370773,0.04798862038181607,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,market regime blocks bullish debit spread,,,REGIME_REJECT,False,market regime blocks bullish debit spread,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,231.02960443920574,pullback,bull_ema8_pullback,12.0,strong_setup,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema50_above_ema200;ema21_slope_positive;recent_2_5_day_pullback;relative_strength_positive;atr_pullback_controlled,ema8_slope_positive;low_near_ema8;low_near_ema21;reclaimed_ema8;close_upper_half_range;volume_above_20d_average,245.35000610351562,248.5,242.47000122070312,244.2989959716797,244.16000366210938,247.3634340214514,231.02960443920574,208.2881845174557,191.52214456311376,-0.8755537285061905,1.3269391532473946,1.4698290389479212,11.72357177734375,0.303315940503363,-0.012543801244794997,0.5290710174323224,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
