ticker,spread,setup_type,setup_family,setup_score,setup_tier,Setup,RejectClass,Reason,failed_conditions,spot,exp_date,dte,long_strike,short_strike,width,spread_mid,natural_price,estimated_slippage,fill_quality_score,liquidity_quality,spread_mid_width_pct,bs_spread,edge,pop,reward_risk,risk_adjusted_score,short_bid_ask_pct,long_bid_ask_pct,short_vol,short_oi,long_vol,long_oi,Setup_distance_to_ema8_pct,Setup_distance_to_ema21_pct,Setup_distance_to_ema8_atr,Setup_distance_to_ema21_atr,Setup_rs_5d,Setup_rs_20d,Setup_volume_ratio,Setup_atr_percent,regime_bullish,regime_bearish,regime_note,tp_spread_px,sl_spread_px,signal_reason,entry_rule,exit_rule,reject_class,setup_ok,status,exp_str,T,r,long_symbol,short_symbol,long_bid,long_ask,long_last,long_mid,long_mid_note,long_good_quote,long_iv,long_sigma_used,short_bid,short_ask,short_last,short_mid,short_mid_note,short_good_quote,short_iv,short_sigma_used,hist_vol,sigma_avg,bs_long,bs_short,long_d1,long_d2,long_delta,long_gamma,long_vega,long_theta,short_d1,short_d2,short_delta,short_gamma,short_vega,short_theta,spread_delta,spread_gamma,spread_vega,spread_theta,breakeven,max_profit,max_loss,take_profit_frac,debit_stop_loss_frac,credit_stop_loss_mult,time_stop_days,ema21_invalidation,Setup_setup_type,Setup_setup_family,Setup_setup_score,Setup_setup_tier,Setup_setup_points,Setup_failed_conditions,Setup_open,Setup_high,Setup_low,Setup_close,Setup_prev_close,Setup_ema8,Setup_ema21,Setup_ema50,Setup_ema200,Setup_ema8_slope,Setup_ema21_slope,Setup_ema50_slope,Setup_atr14,Setup_range_position,Setup_extension_from_ema8_pct,Setup_rs_60d,Setup_benchmark_symbol,regime_symbols,regime_ema_span,regime_SPY_close,regime_SPY_ema50,regime_SPY_above_ema50,regime_QQQ_close,regime_QQQ_ema50,regime_QQQ_above_ema50
INTC,debit,pullback,bull_ema8_pullback,14,strong_setup,NO,REGIME_REJECT,market regime blocks bullish debit spread,ema21_above_ema50;low_near_ema21;reclaimed_ema8;volume_above_20d_average,101.4800033569336,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.03306615954270432,0.05327077188605681,0.2719779388037401,0.7307457418743927,0.12451842016711345,0.022867984598913593,0.6501433811215609,0.044041042566888414,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,market regime blocks bullish debit spread,,,REGIME_REJECT,False,market regime blocks bullish debit spread,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,96.0740852471101,pullback,bull_ema8_pullback,14.0,strong_setup,close_above_ema21;ema8_above_ema21;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;recent_2_5_day_pullback;close_upper_half_range;relative_strength_positive;atr_pullback_controlled,ema21_above_ema50;low_near_ema21;reclaimed_ema8;volume_above_20d_average,102.44999694824219,103.2300033569336,99.33999633789062,101.4800033569336,106.23999786376953,98.12444937553906,96.0740852471101,98.32876825646436,83.27943641305458,0.9587297089698552,0.5405918109823489,0.12862184083549266,4.469285147530692,0.5501293464425315,0.03306615954270432,-0.16189736278721378,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
INTC,credit,pullup,bear_breakdown_retest,4,near_miss,NO,SETUP_REJECT,near_miss setup; below option evaluation threshold,close_below_ema21;ema8_below_ema21;ema50_below_ema200;ema8_slope_negative;ema21_slope_negative;high_near_ema8;high_near_ema21;failed_ema8_reclaim;close_lower_half_range;relative_weakness_negative;volume_above_20d_average,101.4800033569336,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.03306615954270432,0.05327077188605681,1.142364788296264,1.6011325913669165,0.12451842016711345,0.022867984598913593,0.6501433811215609,0.044041042566888414,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,near_miss setup; below option evaluation threshold,,,SETUP_REJECT,False,near_miss setup; below option evaluation threshold,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,96.0740852471101,pullup,bear_breakdown_retest,4.0,near_miss,ema21_below_ema50;recent_2_5_day_bounce;atr_bounce_controlled,close_below_ema21;ema8_below_ema21;ema50_below_ema200;ema8_slope_negative;ema21_slope_negative;high_near_ema8;high_near_ema21;failed_ema8_reclaim;close_lower_half_range;relative_weakness_negative;volume_above_20d_average,102.44999694824219,103.2300033569336,99.33999633789062,101.4800033569336,106.23999786376953,98.12444937553906,96.0740852471101,98.32876825646436,83.27943641305458,0.9587297089698552,0.5405918109823489,0.12862184083549266,4.469285147530692,0.5501293464425315,-0.03306615954270432,-0.16189736278721378,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
INTU,debit,pullback,bull_ema21_pullback,4,near_miss,NO,SETUP_REJECT,near_miss setup; below option evaluation threshold,close_above_ema21;ema8_above_ema21;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;reclaimed_ema8;relative_strength_positive;volume_above_20d_average,313.6549987792969,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.050342937838092856,0.07133411890193628,1.2933062498351149,1.726748502155535,-0.08780501907405447,-0.04528738410867095,0.2699700996448223,0.048429014364584334,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,near_miss setup; below option evaluation threshold,,,SETUP_REJECT,False,near_miss setup; below option evaluation threshold,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,336.0293017564059,pullback,bull_ema21_pullback,4.0,near_miss,ema21_above_ema50;close_upper_half_range;atr_pullback_controlled,close_above_ema21;ema8_above_ema21;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;reclaimed_ema8;relative_strength_positive;volume_above_20d_average,314.0299987792969,317.3900146484375,309.79998779296875,313.6549987792969,313.94000244140625,329.4453128854501,336.0293017564059,329.8934850111683,369.4302505642103,-4.511518316043748,-2.2374302977109437,-0.6627953564029099,15.19000244140625,0.5079047887097423,-0.050342937838092856,0.1575817349075116,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
INTU,credit,pullup,bear_ema8_rejection,10,valid_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=3, oi=1297)",ema21_below_ema50;high_near_ema8;high_near_ema21;recent_2_5_day_bounce;failed_ema8_reclaim;close_lower_half_range;volume_above_20d_average,313.6549987792969,2026-12-18,99,,380.0,,,,,,,,,,,,,0.050420168067226864,,3,1297,0,0,0.050342937838092856,0.07133411890193628,0.7936337260981086,1.2270759784185288,-0.08780501907405447,-0.04528738410867095,0.2699700996448223,0.048429014364584334,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=3, oi=1297)",,,,False,"short leg illiquid (vol=3, oi=1297)",2026-12-18,0.27123287671232876,0.045,,INTU261218C00380000,,,,,,False,,,11.6,12.2,11.8,11.899999999999999,"mid=avg(bid,ask)",True,0.5010425872802735,,0.44931975673346974,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,336.0293017564059,pullup,bear_ema8_rejection,10.0,valid_setup,close_below_ema21;ema8_below_ema21;ema50_below_ema200;ema8_slope_negative;ema21_slope_negative;relative_weakness_negative;atr_bounce_controlled,ema21_below_ema50;high_near_ema8;high_near_ema21;recent_2_5_day_bounce;failed_ema8_reclaim;close_lower_half_range;volume_above_20d_average,314.0299987792969,317.3900146484375,309.79998779296875,313.6549987792969,313.94000244140625,329.4453128854501,336.0293017564059,329.8934850111683,369.4302505642103,-4.511518316043748,-2.2374302977109437,-0.6627953564029099,15.19000244140625,0.5079047887097423,0.050342937838092856,0.1575817349075116,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
IRBT,debit,,,0,reject,NO,DATA_REJECT,no/insufficient daily data,,,,-1,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,no/insufficient daily data,,,DATA_REJECT,False,no/insufficient daily data,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRBT,credit,,,0,reject,NO,DATA_REJECT,no/insufficient daily data,,,,-1,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,no/insufficient daily data,,,DATA_REJECT,False,no/insufficient daily data,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISRG,debit,pullback,bull_continuation,3,reject,NO,SETUP_REJECT,setup_score_below_near_miss_threshold,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;reclaimed_ema8;relative_strength_positive;volume_above_20d_average,360.7900085449219,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.006312076073773591,0.026844486672044532,1.6101462352658757,2.2795942135907152,-0.03223250008020728,-0.08326186388617718,0.8319029569250705,0.030670658905639265,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,setup_score_below_near_miss_threshold,,,SETUP_REJECT,False,setup_score_below_near_miss_threshold,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,370.47523112071286,pullback,bull_continuation,3.0,reject,recent_2_5_day_pullback;close_upper_half_range;atr_pullback_controlled,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;reclaimed_ema8;relative_strength_positive;volume_above_20d_average,348.20001220703125,361.7193908691406,345.25,360.7900085449219,353.239990234375,363.06734252551485,370.47523112071286,381.2548655192994,427.6111525477439,-0.6506668515979754,-0.9685222575790817,-0.835300284668449,11.065667288643974,0.9435691136604104,-0.006312076073773591,-0.08943940871547096,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
ISRG,credit,pullup,bear_ema8_rejection,15,strong_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=3, oi=227)",high_near_ema21;failed_ema8_reclaim;close_lower_half_range;volume_above_20d_average,360.8349914550781,2026-12-18,99,,420.0,,,,,,,,,,,,,0.061135371179039395,,3,227,0,0,0.006214328781284055,0.026727809800852285,0.12271721381183744,0.7916313927159887,-0.032111539260680555,-0.083149762529515,0.8318570288088745,0.030666835397590828,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=3, oi=227)",,,,False,"short leg illiquid (vol=3, oi=227)",2026-12-18,0.27123287671232876,0.045,,ISRG261218C00420000,,,,,,False,,,11.1,11.8,11.2,11.45,"mid=avg(bid,ask)",True,0.4109861148071289,,0.4845406883292635,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,370.4793204761816,pullup,bear_ema8_rejection,15.0,strong_setup,close_below_ema21;ema8_below_ema21;ema21_below_ema50;ema50_below_ema200;ema8_slope_negative;ema21_slope_negative;high_near_ema8;recent_2_5_day_bounce;relative_weakness_negative;atr_bounce_controlled,high_near_ema21;failed_ema8_reclaim;close_lower_half_range;volume_above_20d_average,348.20001220703125,361.7193908691406,345.25,360.8349914550781,353.239990234375,363.0773387277718,370.4793204761816,381.2566295549918,427.61160013888974,-0.6406706493410184,-0.9644329021103317,-0.8335362489760882,11.065667288643974,0.9463004174781209,0.006214328781284055,-0.08933141949094925,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
IWM,debit,pullback,bull_continuation,4,near_miss,NO,SETUP_REJECT,near_miss setup; below option evaluation threshold,close_above_ema21;ema8_above_ema21;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;reclaimed_ema8;close_upper_half_range;relative_strength_positive;volume_above_20d_average,288.1000061035156,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.01693190604437975,0.025736388572574875,1.823955538643937,2.6875954840022525,-0.022512431425223745,-0.030646170902623115,0.9986379763237254,0.01019462170029923,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,near_miss setup; below option evaluation threshold,,,SETUP_REJECT,False,near_miss setup; below option evaluation threshold,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,295.5146598083569,pullback,bull_continuation,4.0,near_miss,ema21_above_ema50;ema50_above_ema200;atr_pullback_controlled,close_above_ema21;ema8_above_ema21;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;reclaimed_ema8;close_upper_half_range;relative_strength_positive;volume_above_20d_average,288.4800109863281,289.82000732421875,287.6210021972656,288.1000061035156,290.6400146484375,292.9780883382456,295.5146598083569,294.84718078848925,278.36318469035996,-1.3937377813513763,-0.7414653704841498,-0.27539488510097954,2.937070574079241,0.21782755318706024,-0.01693190604437975,0.022225419829843274,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
IWM,credit,pullup,bear_ema8_rejection,12,strong_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=41, oi=20746)",ema21_below_ema50;ema50_below_ema200;high_near_ema21;recent_2_5_day_bounce;failed_ema8_reclaim;volume_above_20d_average,288.1000061035156,2026-12-18,99,,310.0,,,,,,,,,,,,,0.021164021164021062,,41,20746,0,0,0.01693190604437975,0.025736388572574875,1.0752485969857497,1.9388885423440652,-0.022512431425223745,-0.030646170902623115,0.9986389787390666,0.01019462170029923,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=41, oi=20746)",,,,False,"short leg illiquid (vol=41, oi=20746)",2026-12-18,0.27123287671232876,0.045,,IWM261218C00310000,,,,,,False,,,3.74,3.82,3.78,3.7800000000000002,"mid=avg(bid,ask)",True,0.18647053771972655,,0.14867459728434473,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,295.5146598083569,pullup,bear_ema8_rejection,12.0,strong_setup,close_below_ema21;ema8_below_ema21;ema8_slope_negative;ema21_slope_negative;high_near_ema8;close_lower_half_range;relative_weakness_negative;atr_bounce_controlled,ema21_below_ema50;ema50_below_ema200;high_near_ema21;recent_2_5_day_bounce;failed_ema8_reclaim;volume_above_20d_average,288.4800109863281,289.82000732421875,287.6210021972656,288.1000061035156,290.6400146484375,292.9780883382456,295.5146598083569,294.84718078848925,278.36318469035996,-1.3937377813513763,-0.7414653704841498,-0.27539488510097954,2.937070574079241,0.21782755318706024,0.01693190604437975,0.022225419829843274,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
IYR,debit,pullback,bull_continuation,2,reject,NO,SETUP_REJECT,setup_score_below_near_miss_threshold,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;reclaimed_ema8;close_upper_half_range;relative_strength_positive;volume_above_20d_average,100.2300033569336,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.01628053469884581,0.028013844455891446,1.5556826830874488,2.6768563510279093,-0.018220106519764023,-0.014069950056981861,0.9878459890740765,0.01046520275364577,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,setup_score_below_near_miss_threshold,,,SETUP_REJECT,False,setup_score_below_near_miss_threshold,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,103.03783108078821,pullback,bull_continuation,2.0,reject,ema50_above_ema200;atr_pullback_controlled,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;reclaimed_ema8;close_upper_half_range;relative_strength_positive;volume_above_20d_average,101.20999908447266,101.32499694824219,100.2300033569336,100.2300033569336,100.91000366210938,101.86180140445158,103.03783108078821,103.48809941646107,101.62997528915753,-0.4662280135765684,-0.28078277238546434,-0.13298351263377128,1.0489273071289062,0.0,-0.01628053469884581,0.016773613492322093,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
IYR,credit,pullup,bear_ema8_rejection,14,strong_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=7, oi=1)",ema50_below_ema200;high_near_ema21;recent_2_5_day_bounce;failed_ema8_reclaim;volume_above_20d_average,100.2300033569336,2026-12-18,99,,107.0,,,,,,,,,,,,,0.6666666666666667,,7,1,0,0,0.01628053469884581,0.028013844455891446,0.5117651648127279,1.6329388327531884,-0.018220106519764023,-0.014069950056981861,0.9878459890740765,0.01046520275364577,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=7, oi=1)",,,,False,"short leg illiquid (vol=7, oi=1)",2026-12-18,0.27123287671232876,0.045,,IYR261218C00107000,,,,,,False,,,0.6,1.2,2.45,0.8999999999999999,"mid=avg(bid,ask)",True,0.16748879394531252,,0.14592372826564268,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,103.03783108078821,pullup,bear_ema8_rejection,14.0,strong_setup,close_below_ema21;ema8_below_ema21;ema21_below_ema50;ema8_slope_negative;ema21_slope_negative;high_near_ema8;close_lower_half_range;relative_weakness_negative;atr_bounce_controlled,ema50_below_ema200;high_near_ema21;recent_2_5_day_bounce;failed_ema8_reclaim;volume_above_20d_average,101.20999908447266,101.32499694824219,100.2300033569336,100.2300033569336,100.91000366210938,101.86180140445158,103.03783108078821,103.48809941646107,101.62997528915753,-0.4662280135765684,-0.28078277238546434,-0.13298351263377128,1.0489273071289062,0.0,0.01628053469884581,0.016773613492322093,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
JCI,debit,pullback,bull_continuation,9,valid_setup,NO,REGIME_REJECT,market regime blocks bullish debit spread,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema8_slope_positive;ema21_slope_positive;reclaimed_ema8;close_upper_half_range;volume_above_20d_average,143.19500732421875,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.0015797371387557756,0.006485963093480859,0.34273055695033344,0.5856464606333165,0.025919331170258797,-0.04518072622310976,0.21353649598504357,0.02019722002692728,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,market regime blocks bullish debit spread,,,REGIME_REJECT,False,market regime blocks bullish debit spread,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,144.12376485689435,pullback,bull_continuation,9.0,valid_setup,ema50_above_ema200;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;relative_strength_positive;atr_pullback_controlled,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema8_slope_positive;ema21_slope_positive;reclaimed_ema8;close_upper_half_range;volume_above_20d_average,143.30999755859375,144.50999450683594,142.42999267578125,143.19500732421875,144.9199981689453,143.42121779537322,144.12376485689435,144.33887515151076,140.26557286147602,-0.06463156318699248,-0.09287575326757747,-0.04668848274661741,2.8921410696847096,0.36779518028096686,-0.0015797371387557756,0.024806866516751458,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
JCI,credit,pullup,bear_ema8_rejection,19,strong_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=2, oi=33)",ema50_below_ema200;volume_above_20d_average,143.19500732421875,2026-12-18,99,,165.0,,,,,,,,,,,,,0.3888888888888889,,2,33,0,0,0.0015797371387557756,0.006485963093480859,0.37646044408940543,0.13354454040642239,0.025919331170258797,-0.04518072622310976,0.21353649598504357,0.02019722002692728,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=2, oi=33)",,,,False,"short leg illiquid (vol=2, oi=33)",2026-12-18,0.27123287671232876,0.045,,JCI261218C00165000,,,,,,False,,,2.9,4.3,2.9,3.5999999999999996,"mid=avg(bid,ask)",True,0.3814148773193359,,0.29506029709623577,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,144.12376485689435,pullup,bear_ema8_rejection,19.0,strong_setup,close_below_ema21;ema8_below_ema21;ema21_below_ema50;ema8_slope_negative;ema21_slope_negative;high_near_ema8;high_near_ema21;recent_2_5_day_bounce;failed_ema8_reclaim;close_lower_half_range;relative_weakness_negative;atr_bounce_controlled,ema50_below_ema200;volume_above_20d_average,143.30999755859375,144.50999450683594,142.42999267578125,143.19500732421875,144.9199981689453,143.42121779537322,144.12376485689435,144.33887515151076,140.26557286147602,-0.06463156318699248,-0.09287575326757747,-0.04668848274661741,2.8921410696847096,0.36779518028096686,0.0015797371387557756,0.024806866516751458,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
JETS,debit,pullback,bull_ema8_reclaim,3,reject,NO,SETUP_REJECT,setup_score_below_near_miss_threshold,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;reclaimed_ema8;relative_strength_positive;volume_above_20d_average,27.8700008392334,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.019019847201196607,0.05077703203942506,1.6250074595377737,3.1713718671557563,-0.018648234644649486,-0.10097802514656162,0.674572192077246,0.020536676013609995,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,setup_score_below_near_miss_threshold,,,SETUP_REJECT,False,setup_score_below_near_miss_threshold,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,29.285156764785956,pullback,bull_ema8_reclaim,3.0,reject,ema50_above_ema200;close_upper_half_range;atr_pullback_controlled,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;recent_2_5_day_pullback;reclaimed_ema8;relative_strength_positive;volume_above_20d_average,27.6299991607666,28.15999984741211,27.469999313354492,27.8700008392334,28.020000457763672,28.40008399669284,29.285156764785956,29.892688741309975,28.125825393659326,-0.15145233070269626,-0.14151559255525825,-0.08255868988067405,0.572357177734375,0.5797119076512264,-0.019019847201196607,-0.040607465290378064,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
JETS,credit,pullup,bear_ema8_rejection,13,strong_setup,NO,LIQUIDITY_REJECT,"short leg illiquid (vol=3, oi=2345)",ema50_below_ema200;high_near_ema21;recent_2_5_day_bounce;failed_ema8_reclaim;close_lower_half_range;volume_above_20d_average,27.8700008392334,2026-12-18,99,,32.0,,,,,,,,,,,,,0.35051546391752564,,3,2345,0,0,0.019019847201196607,0.05077703203942506,0.41946560403257505,1.9658300116505576,-0.018648234644649486,-0.10097802514656162,0.674572192077246,0.020536676013609995,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,"short leg illiquid (vol=3, oi=2345)",,,,False,"short leg illiquid (vol=3, oi=2345)",2026-12-18,0.27123287671232876,0.045,,JETS261218C00032000,,,,,,False,,,0.4,0.57,0.57,0.485,"mid=avg(bid,ask)",True,0.3188544677734374,,0.31586707181393076,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,29.285156764785956,pullup,bear_ema8_rejection,13.0,strong_setup,close_below_ema21;ema8_below_ema21;ema21_below_ema50;ema8_slope_negative;ema21_slope_negative;high_near_ema8;relative_weakness_negative;atr_bounce_controlled,ema50_below_ema200;high_near_ema21;recent_2_5_day_bounce;failed_ema8_reclaim;close_lower_half_range;volume_above_20d_average,27.6299991607666,28.15999984741211,27.469999313354492,27.8700008392334,28.020000457763672,28.40008399669284,29.285156764785956,29.892688741309975,28.125825393659326,-0.15145233070269626,-0.14151559255525825,-0.08255868988067405,0.572357177734375,0.5797119076512264,0.019019847201196607,-0.040607465290378064,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
JOBY,debit,pullback,bull_continuation,3,reject,NO,SETUP_REJECT,setup_score_below_near_miss_threshold,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;reclaimed_ema8;relative_strength_positive;volume_above_20d_average,6.449999809265137,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0.04269312213929696,0.10108599890271752,1.7086481509585403,3.062403054832896,-0.05666331372569178,-0.17208072317450707,0.8124618876625044,0.04313400941064298,False,False,"SPY: close=758.98, ema50=758.27, above=true; QQQ: close=710.95, ema50=710.98, above=false",,,setup_score_below_near_miss_threshold,,,SETUP_REJECT,False,setup_score_below_near_miss_threshold,,,0.045,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2.0,21,7.102004482907041,pullback,bull_continuation,3.0,reject,recent_2_5_day_pullback;close_upper_half_range;atr_pullback_controlled,close_above_ema21;ema8_above_ema21;ema21_above_ema50;ema50_above_ema200;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;reclaimed_ema8;relative_strength_positive;volume_above_20d_average,6.28000020980835,6.590000152587891,6.25,6.449999809265137,6.420000076293945,6.725370438920535,7.102004482907041,7.669365159612134,8.868386822796325,-0.07867732275868455,-0.06520046736419083,-0.049770014299876486,0.27821435247148785,0.5882344691402349,-0.04269312213929696,-0.28856662299569846,QQQ,"SPY,QQQ",50.0,758.97998046875,758.270525903396,True,710.9500122070312,710.9812261668939,False
