ticker,spread,setup_type,setup_family,setup_score,setup_tier,Setup,RejectClass,Reason,failed_conditions,spot,exp_date,dte,long_strike,short_strike,width,spread_mid,natural_price,estimated_slippage,fill_quality_score,liquidity_quality,spread_mid_width_pct,bs_spread,edge,pop,reward_risk,risk_adjusted_score,short_bid_ask_pct,long_bid_ask_pct,short_vol,short_oi,long_vol,long_oi,Setup_distance_to_ema8_pct,Setup_distance_to_ema21_pct,Setup_distance_to_ema8_atr,Setup_distance_to_ema21_atr,Setup_rs_5d,Setup_rs_20d,Setup_volume_ratio,Setup_atr_percent,regime_bullish,regime_bearish,regime_note,tp_spread_px,sl_spread_px,signal_reason,entry_rule,exit_rule,reject_class,setup_ok,status,exp_str,T,r,long_symbol,short_symbol,long_bid,long_ask,long_last,long_mid,long_mid_note,long_good_quote,long_iv,long_sigma_used,short_bid,short_ask,short_last,short_mid,short_mid_note,short_good_quote,short_iv,short_sigma_used,hist_vol,sigma_avg,bs_long,bs_short,long_d1,long_d2,long_delta,long_gamma,long_vega,long_theta,short_d1,short_d2,short_delta,short_gamma,short_vega,short_theta,spread_delta,spread_gamma,spread_vega,spread_theta,breakeven,max_profit,max_loss,take_profit_frac,debit_stop_loss_frac,credit_stop_loss_mult,time_stop_days,ema21_invalidation,Setup_setup_type,Setup_setup_family,Setup_setup_score,Setup_setup_tier,Setup_setup_points,Setup_failed_conditions,Setup_open,Setup_high,Setup_low,Setup_close,Setup_prev_close,Setup_ema8,Setup_ema21,Setup_ema50,Setup_ema200,Setup_ema8_slope,Setup_ema21_slope,Setup_ema50_slope,Setup_atr14,Setup_range_position,Setup_extension_from_ema8_pct,Setup_rs_60d,Setup_benchmark_symbol,regime_symbols,regime_ema_span,regime_SPY_close,regime_SPY_ema50,regime_SPY_above_ema50,regime_QQQ_close,regime_QQQ_ema50,regime_QQQ_above_ema50
BBAI,debit,pullback,bull_ema8_pullback,12,strong_setup,YES,,,ema8_above_ema21;ema21_above_ema50;ema50_above_ema200;recent_2_5_day_pullback;reclaimed_ema8;volume_above_20d_average,3.241499900817871,2026-12-18,133,4.0,5.0,1.0,0.19999999999999996,0.22999999999999998,0.030000000000000027,78.57343100018086,good,0.19999999999999996,0.20434381888584818,0.004343818885848227,0.2383146973459237,4.000000000000001,0.5131718634042218,0.10526315789473673,0.06185567010309284,509,4893,310,4097,0.07190483005764486,0.059862141057818286,0.2039641539267172,0.012475283832839548,0.11509757079338834,-0.0013139378632132104,0.8828424203901704,0.06288975956630083,True,False,"SPY: close=771.62, ema50=744.31, above=true; QQQ: close=720.13, ema50=702.68, above=true",0.6,0.09999999999999998,"Bullish pullback: EMA setup met, liquid quotes: short OI 4893, long OI 4097, bid/ask 10.5%/6.2%, regime accepted.",BUY debit call spread near mid on pullback day (trend up).,TP: sell at 50% max profit (spread≈0.60); SL: sell if spread≤0.10 OR close<EMA21 (≈3.05); Time-stop: exit by 21 days.,,True,ok,2026-12-18,0.3643835616438356,0.045,BBAI261218C00004000,BBAI261218C00005000,0.47,0.5,0.49,0.485,"mid=avg(bid,ask)",True,0.93945373046875,0.93945373046875,0.27,0.3,0.29,0.28500000000000003,"mid=avg(bid,ask)",True,0.9355475195312499,0.9355475195312499,0.7042165684582882,0.937500625,0.49927036806767133,0.29492654918182315,-0.05830314359265458,-0.6253967925837174,0.4767535817759647,0.21665620438231123,0.7792868135813276,-1.0516543498322388,-0.4560386308738224,-1.0207743272138585,0.3241810995619382,0.19640766559663053,0.7035177953654327,-0.9371497372452543,0.15257248221402653,0.020248538785680698,0.07576901821589488,-0.11450461258698452,4.2,0.8,0.19999999999999996,0.5,0.5,2.0,21,3.0474567765162077,pullback,bull_ema8_pullback,12.0,strong_setup,close_above_ema21;ema8_slope_positive;ema21_slope_positive;low_near_ema8;low_near_ema21;close_upper_half_range;relative_strength_positive;atr_pullback_controlled,ema8_above_ema21;ema21_above_ema50;ema50_above_ema200;recent_2_5_day_pullback;reclaimed_ema8;volume_above_20d_average,3.0899999141693115,3.2799999713897705,3.049999952316284,3.241499900817871,3.009999990463257,3.0084204013176894,3.0474567765162077,3.3552063708798983,4.015781773233468,0.0665941427143375,0.01940431243016638,-0.004641080410694887,0.2038571493966239,0.8326084026993127,0.07190483005764486,-0.24461230260064315,QQQ,"SPY,QQQ",50.0,771.6199951171875,744.310397739542,True,720.1300048828125,702.6842785325512,True
